fg_phenotype	fg_link	ukbb_phenotype	ukbb_link
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES.gz	R93	gs://pan-ukbb-refinery/lifted/icd10-R93-both_sexes.tsv.bgz.lifted.gz
		R85	gs://pan-ukbb-refinery/lifted/icd10-R85-both_sexes.tsv.bgz.lifted.gz
R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA.gz	R87	gs://pan-ukbb-refinery/lifted/icd10-R87-both_sexes.tsv.bgz.lifted.gz
R18_ABNORMAL_INVOLU_MOVEM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ABNORMAL_INVOLU_MOVEM.gz	R25	gs://pan-ukbb-refinery/lifted/icd10-R25-both_sexes.tsv.bgz.lifted.gz
R18_ABNORMAL_SERUM_ENZYME_LEVELS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ABNORMAL_SERUM_ENZYME_LEVELS.gz	573.9	gs://pan-ukbb-refinery/lifted/phecode-573.9-both_sexes.tsv.bgz.lifted.gz
R18_ABNORMAL_SPERMATOZ	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ABNORMAL_SPERMATOZ.gz	609.2	gs://pan-ukbb-refinery/lifted/phecode-609.2-males.tsv.bgz.lifted.gz
R18_ANOREXIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ANOREXIA.gz	260.6	gs://pan-ukbb-refinery/lifted/phecode-260.6-both_sexes.tsv.bgz.lifted.gz
R18_ANURIA_OLIGU	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ANURIA_OLIGU.gz	599.6	gs://pan-ukbb-refinery/lifted/phecode-599.6-both_sexes.tsv.bgz.lifted.gz
R18_ASCITES	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ASCITES.gz	572	gs://pan-ukbb-refinery/lifted/phecode-572-both_sexes.tsv.bgz.lifted.gz
R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS.gz	R01	gs://pan-ukbb-refinery/lifted/icd10-R01-both_sexes.tsv.bgz.lifted.gz
R18_CONVU_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_CONVU_NOT_ELSEW_CLASSIFIED.gz	R56	gs://pan-ukbb-refinery/lifted/icd10-R56-both_sexes.tsv.bgz.lifted.gz
R18_COUGH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_COUGH.gz	512.8	gs://pan-ukbb-refinery/lifted/phecode-512.8-both_sexes.tsv.bgz.lifted.gz
R18_DISTU_SKIN_SENSA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_DISTU_SKIN_SENSA.gz	687.4	gs://pan-ukbb-refinery/lifted/phecode-687.4-both_sexes.tsv.bgz.lifted.gz
R18_DISTU_SMELL_TASTE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_DISTU_SMELL_TASTE.gz	350.6	gs://pan-ukbb-refinery/lifted/phecode-350.6-both_sexes.tsv.bgz.lifted.gz
R18_DIZZI_GIDDI	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_DIZZI_GIDDI.gz	386.9	gs://pan-ukbb-refinery/lifted/phecode-386.9-both_sexes.tsv.bgz.lifted.gz
R18_DYSPHAGIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_DYSPHAGIA.gz	532	gs://pan-ukbb-refinery/lifted/phecode-532-both_sexes.tsv.bgz.lifted.gz
R18_DYSPNOEA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_DYSPNOEA.gz	512.7	gs://pan-ukbb-refinery/lifted/phecode-512.7-both_sexes.tsv.bgz.lifted.gz
R18_ELEVATED_BLOOD_GLUCOSE_LEVEL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ELEVATED_BLOOD_GLUCOSE_LEVEL.gz	250.4	gs://pan-ukbb-refinery/lifted/phecode-250.4-both_sexes.tsv.bgz.lifted.gz
R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO.gz	R70	gs://pan-ukbb-refinery/lifted/icd10-R70-both_sexes.tsv.bgz.lifted.gz
R18_ENLARGED_LYMPH_NODES	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_ENLARGED_LYMPH_NODES.gz	R59	gs://pan-ukbb-refinery/lifted/icd10-R59-both_sexes.tsv.bgz.lifted.gz
R18_FEVER_OTHER_UNKNO_ORIGIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_FEVER_OTHER_UNKNO_ORIGIN.gz	R50	gs://pan-ukbb-refinery/lifted/icd10-R50-both_sexes.tsv.bgz.lifted.gz
R18_FLATU_RELATED_CONDI	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_FLATU_RELATED_CONDI.gz	561.2	gs://pan-ukbb-refinery/lifted/phecode-561.2-both_sexes.tsv.bgz.lifted.gz
R18_GANGRENE_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_GANGRENE_NOT_ELSEW_CLASSIFIED.gz	791	gs://pan-ukbb-refinery/lifted/phecode-791-both_sexes.tsv.bgz.lifted.gz
R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED.gz	459.1	gs://pan-ukbb-refinery/lifted/phecode-459.1-both_sexes.tsv.bgz.lifted.gz
R18_HAEMORRHAGE_RESPI_PASSA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_HAEMORRHAGE_RESPI_PASSA.gz	516.1	gs://pan-ukbb-refinery/lifted/phecode-516.1-both_sexes.tsv.bgz.lifted.gz
R18_HEARTBURN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_HEARTBURN.gz	530.9	gs://pan-ukbb-refinery/lifted/phecode-530.9-both_sexes.tsv.bgz.lifted.gz
R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED.gz	573.3	gs://pan-ukbb-refinery/lifted/phecode-573.3-both_sexes.tsv.bgz.lifted.gz
R18_HYPERHIDROSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_HYPERHIDROSIS.gz	705.8	gs://pan-ukbb-refinery/lifted/phecode-705.8-both_sexes.tsv.bgz.lifted.gz
R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE.gz	687.2	gs://pan-ukbb-refinery/lifted/phecode-687.2-both_sexes.tsv.bgz.lifted.gz
R18_NAUSEA_VOMITI	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_NAUSEA_VOMITI.gz	789	gs://pan-ukbb-refinery/lifted/phecode-789-both_sexes.tsv.bgz.lifted.gz
R18_OEDEMA_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OEDEMA_NOT_ELSEW_CLASSIFIED.gz	782.3	gs://pan-ukbb-refinery/lifted/phecode-782.3-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_ABNORMALITI_PLASMA_PROTEINS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_ABNORMALITI_PLASMA_PROTEINS.gz	R77	gs://pan-ukbb-refinery/lifted/icd10-R77-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS.gz	R79	gs://pan-ukbb-refinery/lifted/icd10-R79-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_ABNORMAL_FINDI_URINE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_ABNORMAL_FINDI_URINE.gz	598.9	gs://pan-ukbb-refinery/lifted/phecode-598.9-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM.gz	R76	gs://pan-ukbb-refinery/lifted/icd10-R76-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_GENERAL_SYMPTOMS_SIGNS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_GENERAL_SYMPTOMS_SIGNS.gz	R68	gs://pan-ukbb-refinery/lifted/icd10-R68-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_LACK_COORD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_LACK_COORD.gz	350.3	gs://pan-ukbb-refinery/lifted/phecode-350.3-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_SKIN_CHANG	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_SKIN_CHANG.gz	R23	gs://pan-ukbb-refinery/lifted/icd10-R23-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS.gz	R09	gs://pan-ukbb-refinery/lifted/icd10-R09-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE.gz	R41	gs://pan-ukbb-refinery/lifted/icd10-R41-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN.gz	R19	gs://pan-ukbb-refinery/lifted/icd10-R19-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP.gz	R44	gs://pan-ukbb-refinery/lifted/icd10-R44-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS.gz	R29	gs://pan-ukbb-refinery/lifted/icd10-R29-both_sexes.tsv.bgz.lifted.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM.gz	R39	gs://pan-ukbb-refinery/lifted/icd10-R39-both_sexes.tsv.bgz.lifted.gz
R18_PAIN_ASSOCIATED_W_MICTU	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_PAIN_ASSOCIATED_W_MICTU.gz	599.3	gs://pan-ukbb-refinery/lifted/phecode-599.3-both_sexes.tsv.bgz.lifted.gz
R18_PAIN_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_PAIN_NOT_ELSEW_CLASSIFIED.gz	R52	gs://pan-ukbb-refinery/lifted/icd10-R52-both_sexes.tsv.bgz.lifted.gz
R18_PAIN_THROAT_CHEST	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_PAIN_THROAT_CHEST.gz	R07	gs://pan-ukbb-refinery/lifted/icd10-R07-both_sexes.tsv.bgz.lifted.gz
R18_POLYURIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_POLYURIA.gz	599.5	gs://pan-ukbb-refinery/lifted/phecode-599.5-both_sexes.tsv.bgz.lifted.gz
R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT.gz	687.1	gs://pan-ukbb-refinery/lifted/phecode-687.1-both_sexes.tsv.bgz.lifted.gz
R18_RETEN_URINE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_RETEN_URINE.gz	599.2	gs://pan-ukbb-refinery/lifted/phecode-599.2-both_sexes.tsv.bgz.lifted.gz
R18_SHOCK_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_SHOCK_NOT_ELSEW_CLASSIFIED.gz	797	gs://pan-ukbb-refinery/lifted/phecode-797-both_sexes.tsv.bgz.lifted.gz
R18_SOMNO_STUPOR_COMA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_SOMNO_STUPOR_COMA.gz	R40	gs://pan-ukbb-refinery/lifted/icd10-R40-both_sexes.tsv.bgz.lifted.gz
R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED.gz	R47	gs://pan-ukbb-refinery/lifted/icd10-R47-both_sexes.tsv.bgz.lifted.gz
R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE.gz	R63	gs://pan-ukbb-refinery/lifted/icd10-R63-both_sexes.tsv.bgz.lifted.gz
R18_SYMPTOMS_SIGNS_INVOLVI_APPEA_BEHVI	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_SYMPTOMS_SIGNS_INVOLVI_APPEA_BEHVI.gz	R46	gs://pan-ukbb-refinery/lifted/icd10-R46-both_sexes.tsv.bgz.lifted.gz
R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE.gz	R45	gs://pan-ukbb-refinery/lifted/icd10-R45-both_sexes.tsv.bgz.lifted.gz
R18_SYNCO_COLLAP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_SYNCO_COLLAP.gz	788	gs://pan-ukbb-refinery/lifted/phecode-788-both_sexes.tsv.bgz.lifted.gz
R18_UNSPE_JAUND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_UNSPE_JAUND.gz	573.5	gs://pan-ukbb-refinery/lifted/phecode-573.5-both_sexes.tsv.bgz.lifted.gz
R18_VOICE_DISTU	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_R18_VOICE_DISTU.gz	473.4	gs://pan-ukbb-refinery/lifted/phecode-473.4-both_sexes.tsv.bgz.lifted.gz
RESP_ILL_DIS_CLASS_ELSEWHERE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_RESP_ILL_DIS_CLASS_ELSEWHERE.gz	J99	gs://pan-ukbb-refinery/lifted/icd10-J99-both_sexes.tsv.bgz.lifted.gz
RHEUMA_CHRYSTAL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_RHEUMA_CHRYSTAL.gz	274.2	gs://pan-ukbb-refinery/lifted/phecode-274.2-both_sexes.tsv.bgz.lifted.gz
RHEUMA_OTHER_WIDE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_RHEUMA_OTHER_WIDE.gz	M06	gs://pan-ukbb-refinery/lifted/icd10-M06-both_sexes.tsv.bgz.lifted.gz
RHEUMA_SEROPOS_WIDE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_RHEUMA_SEROPOS_WIDE.gz	M05	gs://pan-ukbb-refinery/lifted/icd10-M05-both_sexes.tsv.bgz.lifted.gz
RHEU_ARTHRITIS_OTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_RHEU_ARTHRITIS_OTH.gz	M13	gs://pan-ukbb-refinery/lifted/icd10-M13-both_sexes.tsv.bgz.lifted.gz
SLEEP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_SLEEP.gz	327	gs://pan-ukbb-refinery/lifted/phecode-327-both_sexes.tsv.bgz.lifted.gz
SLE_FG	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_SLE_FG.gz	695.42	gs://pan-ukbb-refinery/lifted/phecode-695.42-both_sexes.tsv.bgz.lifted.gz
		695.42	gs://pan-ukbb-refinery/lifted/phecode-695.42-both_sexes.tsv.bgz.lifted.gz
SLE_STRICT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_SLE_STRICT.gz	695.42	gs://pan-ukbb-refinery/lifted/phecode-695.42-both_sexes.tsv.bgz.lifted.gz
SMOKING	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_SMOKING.gz	318	gs://pan-ukbb-refinery/lifted/phecode-318-both_sexes.tsv.bgz.lifted.gz
SMOKING_DEPEND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_SMOKING_DEPEND.gz	318	gs://pan-ukbb-refinery/lifted/phecode-318-both_sexes.tsv.bgz.lifted.gz
ST19_ADVER_EFFEC_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_ADVER_EFFEC_NOT_ELSEW_CLASSIFIED.gz	T78	gs://pan-ukbb-refinery/lifted/icd10-T78-both_sexes.tsv.bgz.lifted.gz
ST19_ALIQU_COMPLICATI_PRAECO_TRAUMAT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_ALIQU_COMPLICATI_PRAECO_TRAUMAT.gz	T79	gs://pan-ukbb-refinery/lifted/icd10-T79-both_sexes.tsv.bgz.lifted.gz
ST19_BURNS_CLASSIFIED_ACCOR_EXTENT_BODY_SURFA_INVOLVED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_BURNS_CLASSIFIED_ACCOR_EXTENT_BODY_SURFA_INVOLVED.gz	T31	gs://pan-ukbb-refinery/lifted/icd10-T31-both_sexes.tsv.bgz.lifted.gz
ST19_BURN_CORROSION_HEAD_NECK	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_BURN_CORROSION_HEAD_NECK.gz	T20	gs://pan-ukbb-refinery/lifted/icd10-T20-both_sexes.tsv.bgz.lifted.gz
ST19_BURN_CORROSION_HIP_LOWER_LIMB_ANKLE_FOOT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_BURN_CORROSION_HIP_LOWER_LIMB_ANKLE_FOOT.gz	T24	gs://pan-ukbb-refinery/lifted/icd10-T24-both_sexes.tsv.bgz.lifted.gz
ST19_BURN_CORROSION_SHOUL_UPPER_LIMB_WRIST_HAND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_BURN_CORROSION_SHOUL_UPPER_LIMB_WRIST_HAND.gz	T22	gs://pan-ukbb-refinery/lifted/icd10-T22-both_sexes.tsv.bgz.lifted.gz
ST19_BURN_CORROSION_TRUNK	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_BURN_CORROSION_TRUNK.gz	T21	gs://pan-ukbb-refinery/lifted/icd10-T21-both_sexes.tsv.bgz.lifted.gz
ST19_BURN_CORROSION_WRIST_HAND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_BURN_CORROSION_WRIST_HAND.gz	T23	gs://pan-ukbb-refinery/lifted/icd10-T23-both_sexes.tsv.bgz.lifted.gz
ST19_COMPLICATIO_CARDIAC_VASCULAR_PROSTHET_DEVICES_IMPLANTS_GRAFTS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_COMPLICATIO_CARDIAC_VASCULAR_PROSTHET_DEVICES_IMPLANTS_GRAFTS.gz	854	gs://pan-ukbb-refinery/lifted/phecode-854-both_sexes.tsv.bgz.lifted.gz
ST19_COMPLICATIO_FOLLOWI_INFUS_TRANSFU_THERAPE_INJEC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_COMPLICATIO_FOLLOWI_INFUS_TRANSFU_THERAPE_INJEC.gz	T80	gs://pan-ukbb-refinery/lifted/icd10-T80-both_sexes.tsv.bgz.lifted.gz
ST19_COMPLICATIO_GENITO_PROSTHET_DEVICES_IMPLANTS_GRAFTS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_COMPLICATIO_GENITO_PROSTHET_DEVICES_IMPLANTS_GRAFTS.gz	T83	gs://pan-ukbb-refinery/lifted/icd10-T83-both_sexes.tsv.bgz.lifted.gz
ST19_COMPLICATIO_INTERNAL_ORTHOPA_PROSTHET_DEVICES_IMPLANTS_GRAFTS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_COMPLICATIO_INTERNAL_ORTHOPA_PROSTHET_DEVICES_IMPLANTS_GRAFTS.gz	T84	gs://pan-ukbb-refinery/lifted/icd10-T84-both_sexes.tsv.bgz.lifted.gz
ST19_COMPLICATIO_OTHER_INTERNAL_PROSTHET_DEVICES_IMPLANTS_GRAFTS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_COMPLICATIO_OTHER_INTERNAL_PROSTHET_DEVICES_IMPLANTS_GRAFTS.gz	T85	gs://pan-ukbb-refinery/lifted/icd10-T85-both_sexes.tsv.bgz.lifted.gz
ST19_COMPLICATIO_PECUL_REATTACHM_AMPUT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_COMPLICATIO_PECUL_REATTACHM_AMPUT.gz	874	gs://pan-ukbb-refinery/lifted/phecode-874-both_sexes.tsv.bgz.lifted.gz
ST19_COMPLICATIO_PROCED_NOT_ELSEW_CLASSIFIED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_COMPLICATIO_PROCED_NOT_ELSEW_CLASSIFIED.gz	T81	gs://pan-ukbb-refinery/lifted/icd10-T81-both_sexes.tsv.bgz.lifted.gz
ST19_CONCUSSION	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_CONCUSSION.gz	817	gs://pan-ukbb-refinery/lifted/phecode-817-both_sexes.tsv.bgz.lifted.gz
ST19_CRUSHI_INJURY_WRIST_HAND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_CRUSHI_INJURY_WRIST_HAND.gz	S67	gs://pan-ukbb-refinery/lifted/icd10-S67-both_sexes.tsv.bgz.lifted.gz
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ANKLE_FOOT_LEVEL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ANKLE_FOOT_LEVEL.gz	S93	gs://pan-ukbb-refinery/lifted/icd10-S93-both_sexes.tsv.bgz.lifted.gz
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ELBOW	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ELBOW.gz	S53	gs://pan-ukbb-refinery/lifted/icd10-S53-both_sexes.tsv.bgz.lifted.gz
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE.gz	S83	gs://pan-ukbb-refinery/lifted/icd10-S83-both_sexes.tsv.bgz.lifted.gz
